,genre
4872,pop
4567,blues
5901,rock
8463,techno
4049,acoustic
11133,classical
9709,dance
2202,dance
9171,country
11124,classical
11102,classical
4773,jazz
5059,blues
1980,techno
5785,jazz
9555,blues
4285,jazz
4631,classical
7383,pop
3438,rock
1503,acoustic
5682,country
7263,jazz
6158,country
11730,dance
10709,dance
1349,metal
3557,blues
9829,metal
9219,dance
11228,dance
6895,pop
3678,country
3321,metal
713,dance
9846,metal
2656,country
1069,blues
11957,techno
1732,dance
11654,country
2871,pop
1391,pop
4193,country
7270,jazz
6523,acoustic
10508,acoustic
7554,blues
621,classical
11281,jazz
4172,country
4527,acoustic
3614,classical
2956,techno
7741,dance
5004,acoustic
1226,dance
3514,acoustic
8471,techno
2865,pop
11057,blues
5296,jazz
8325,metal
10781,jazz
8466,techno
5601,classical
10491,techno
2683,country
2260,jazz
1712,dance
2534,acoustic
3861,pop
7505,acoustic
3705,dance
5078,blues
10013,acoustic
9495,techno
7549,acoustic
11,acoustic
1378,pop
4311,metal
607,classical
6756,jazz
2580,blues
2638,classical
11679,country
4275,jazz
10899,pop
5641,classical
797,jazz
7900,rock
1607,classical
6400,rock
11763,jazz
8694,country
9926,rock
1519,acoustic
2585,blues
9246,dance
820,metal
3106,classical
11115,classical
9548,acoustic
10262,jazz
9125,classical
9464,techno
1211,dance
2445,rock
1274,jazz
7542,acoustic
3446,rock
11144,classical
6447,rock
5150,country
8459,techno
5213,dance
5476,techno
10153,country
8516,acoustic
9551,blues
9748,dance
11583,blues
1475,techno
5563,blues
3918,rock
9503,acoustic
6506,acoustic
3130,classical
4399,pop
8739,dance
7821,metal
2533,acoustic
472,techno
8555,blues
4145,classical
9955,techno
1855,pop
11290,jazz
4034,acoustic
4820,metal
3728,dance
8021,acoustic
3410,rock
9563,blues
10379,pop
10594,blues
3815,metal
3643,classical
9538,acoustic
10503,acoustic
6557,blues
5030,acoustic
1395,pop
5051,blues
4903,rock
2372,pop
3835,metal
4491,techno
7935,rock
11647,classical
5253,jazz
3560,blues
4814,metal
6220,dance
9761,jazz
3650,country
11415,rock
6790,jazz
8447,rock
10511,acoustic
11037,acoustic
9834,metal
11152,country
1889,pop
7876,pop
10137,classical
9738,dance
1565,blues
984,techno
10479,techno
5865,pop
10627,classical
8975,techno
6251,jazz
1735,dance
3729,dance
11858,pop
5878,pop
5670,country
6935,rock
1812,metal
5093,blues
2964,techno
1657,country
4074,blues
3943,rock
4024,acoustic
4414,rock
7830,metal
1253,jazz
796,jazz
3476,techno
6804,metal
305,metal
11322,metal
4787,jazz
202,dance
1939,rock
9134,classical
285,jazz
3164,country
9991,techno
8414,rock
3836,metal
8176,country
3666,country
1362,pop
9311,metal
10481,techno
3393,pop
2898,pop
9773,jazz
5925,rock
453,techno
8338,metal
8191,country
6885,pop
1478,techno
11511,acoustic
3287,jazz
9624,classical
1964,techno
11155,country
10896,pop
11692,country
11302,metal
3455,techno
6875,pop
1906,rock
7674,country
11122,classical
10496,techno
2814,metal
8446,rock
1786,jazz
3712,dance
9133,classical
9913,rock
7953,techno
1230,dance
6555,blues
8250,jazz
9882,pop
6305,metal
9321,metal
3096,blues
711,dance
11358,pop
7644,classical
8845,metal
4134,classical
10718,dance
11891,pop
6053,blues
10898,pop
996,techno
5447,rock
9526,acoustic
7267,jazz
124,classical
9714,dance
4857,pop
9447,rock
11320,metal
6681,country
33,acoustic
7559,blues
9600,classical
3798,jazz
8423,rock
7484,techno
9496,techno
10578,blues
3937,rock
2264,jazz
11062,blues
5972,techno
8947,rock
3367,pop
2647,classical
5297,jazz
4990,techno
3917,rock
6725,dance
4546,acoustic
11508,acoustic
1479,techno
8454,techno
1894,pop
10431,rock
8282,jazz
2471,techno
3632,classical
7975,techno
2923,rock
8102,classical
4613,classical
11747,dance
5268,jazz
4628,classical
9906,rock
9593,blues
125,classical
2347,metal
7791,jazz
2469,techno
8232,dance
7250,jazz
6080,blues
3010,acoustic
4893,pop
6944,rock
10962,techno
911,rock
5005,acoustic
6210,dance
11537,acoustic
4738,dance
7772,jazz
2788,jazz
9389,pop
5530,acoustic
5273,jazz
8563,blues
1789,jazz
7977,techno
10875,pop
3587,blues
11332,metal
7372,pop
291,jazz
9470,techno
2785,jazz
423,rock
5764,jazz
2073,blues
7248,dance
6243,dance
364,pop
7441,rock
11506,acoustic
4078,blues
4013,acoustic
4834,metal
9435,rock
1038,acoustic
1149,classical
11408,rock
10045,acoustic
3284,jazz
4755,jazz
11622,classical
2227,dance
9269,jazz
11053,blues
8839,metal
5894,pop
8542,acoustic
136,classical
991,techno
2904,rock
1089,blues
10320,metal
3816,metal
5094,blues
6216,dance
6099,blues
669,country
3229,dance
1942,rock
7280,jazz
7533,acoustic
2482,techno
7018,acoustic
10229,dance
1171,country
9396,pop
8254,jazz
4212,dance
11125,classical
6147,classical
9895,pop
10881,pop
1228,dance
7031,acoustic
8735,dance
9685,country
7737,dance
8382,pop
3141,classical
4686,country
6808,metal
2056,blues
9169,country
360,pop
9808,metal
11950,techno
10042,acoustic
3877,pop
9066,blues
9547,acoustic
5491,techno
10180,country
6115,classical
5702,dance
11580,blues
1583,blues
3041,acoustic
11007,acoustic
11046,acoustic
9925,rock
5575,blues
8869,pop
2315,metal
744,dance
7980,techno
9482,techno
1490,techno
625,classical
8877,pop
2748,dance
5031,acoustic
4346,metal
11884,pop
2178,country
9927,rock
10687,country
9587,blues
4032,acoustic
7371,pop
8481,techno
4234,dance
